attack_id,attack_name,card_id,card_name,inflicts_poisoned,inflicts_burned,inflicts_paralyzed,inflicts_confused,inflicts_asleep,coin_flip,discards_energy,discards_own_hand,heals,draws_cards,switches_pokemon,prevents_or_reduces_damage,hits_the_bench,self_damage,references_knock_out,ignores_weakness_resistance
18,Ground Burn,30,Magcargo ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Allure,31,Chi-Yu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,Ground Melter,31,Chi-Yu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Permeating Chill,32,Glaceon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Icicle Missile,32,Glaceon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Flock,33,Froakie,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,Flop,33,Froakie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Numbing Water,34,Frogadier,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
26,Aurora Gain,35,Walking Wake,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,Undulating Slice,35,Walking Wake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Pick and Stick,36,Morpeko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Volt Cyclone,37,Iron Thorns ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,Dual Headbutt,38,Girafarig,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,Heart Sign,39,Enamorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Love Resonance,39,Enamorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Shinobi Blade,40,Greninja ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Mirage Barrage,40,Greninja ex,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
35,Ground Crasher,41,Ting-Lu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,Hammer In,41,Ting-Lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Find a Friend,42,Applin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Rolling Tackle,42,Applin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ascension,43,Eevee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Quick Attack,43,Eevee,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,Blood Moon,44,Bloodmoon Ursaluna ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Pinpoint Dive,45,Shaymin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,Rear Kick,45,Shaymin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Heat Blast,46,Gouging Fire ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Blaze Blitz,46,Gouging Fire ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Big Bite,47,Totodile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Reverse Thrust,48,Croconaw,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
48,Giant Wave,49,Feraligatr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Lucky Find,50,Wiglett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Aqua Bomb,50,Wiglett,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,Vanguard Punch,51,Palafin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,Double Hit,51,Palafin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,Tricolor Pump,52,Wugtrio ex,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
54,Numbing Hold,52,Wugtrio ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Ball Roll,53,Marill,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,Magical Shot,53,Marill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Mirror Attack,54,Bronzor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Evolution Jammer,55,Bronzong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Super Psy Bolt,55,Bronzong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Hex Hurl,56,Flutter Mane,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,Razor Fin,57,Relicanth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Land Collapse,58,Great Tusk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Giant Tusk,58,Great Tusk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Mysterious Beam,59,Gastly,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
65,Suffocating Gas,59,Gastly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Super Poison Breath,60,Haunter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Vengeance Fletching,61,Roaring Moon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Speed Wing,61,Roaring Moon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Primordial Beatdown,62,Koraidon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Shred,62,Koraidon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Burst Roar,63,Raging Bolt ex,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
72,Bellowing Thunder,63,Raging Bolt ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Silent Wing,64,Hoothoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Gnaw,65,Dunsparce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Dig,65,Dunsparce,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
76,Land Crush,66,Dudunsparce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Ram,67,Pineco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Rigidify,68,Seedot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
79,Hang Down,68,Seedot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Corkscrew Punch,69,Nuzleaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Comet Slap,69,Nuzleaf,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,Expelling Tornado,70,Shiftry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,Energy Loop,70,Shiftry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Flop,71,Deerling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Leaf Litter Tackle,71,Deerling,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,Superpowered Horns,72,Sawsbuck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Slight Intrusion,73,Rellor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88,Psychic,74,Rabsca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Prism Edge,75,Iron Leaves ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Roasting Heat,76,Slugma,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Fake Out,77,Litten,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
92,Bite,78,Torracat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Flare Strike,78,Torracat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Blaze Blast,79,Incineroar ex,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Twin Shotels,80,Iron Crown ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Sand Spray,81,Drilbur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Mud Shot,82,Excadrill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Wild Tackle,82,Excadrill,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,Dirty Beam,83,Farigiraf ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
100,Steel Wing,84,Scizor ex,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
101,Cross Breaker,84,Scizor ex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,Dig Claws,85,Beldum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Iron Tackle,85,Beldum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,Beam,86,Metang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Peak Acceleration,87,Miraidon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Sparking Strike,87,Miraidon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Quick Sign,88,Volbeat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,Coordinated Strike,88,Volbeat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,Smash Kick,89,Grookey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Branch Poke,89,Grookey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Beat,90,Thwackey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Drum Beating,91,Rillaboom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Wood Hammer,91,Rillaboom,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,Tumbling Attack,92,Applin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,Do the Wave,93,Dipplin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116,Cursed Drop,94,Sinistcha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Spill the Tea,94,Sinistcha,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,Mountain Stroll,95,Teal Mask Ogerpon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Ogre Comeback,95,Teal Mask Ogerpon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,Myriad Leaf Shower,96,Teal Mask Ogerpon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Call for Family,97,Litwick,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,Live Coal,97,Litwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Mind Ruler,98,Chandelure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Wrathful Hearth,99,Hearthflame Mask Ogerpon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Dynamic Blaze,99,Hearthflame Mask Ogerpon ex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126,Whirlpool,100,Goldeen,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
127,Inviting Kiss,101,Jynx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,Icy Snow,101,Jynx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Hydro Splash,102,Milotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Astonish,103,Snorunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Frost Smash,104,Froslass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Aqua Slash,105,Finizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Wave Splash,106,Palafin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Giga Impact,107,Palafin ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Sob,108,Wellspring Mask Ogerpon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Torrential Pump,108,Wellspring Mask Ogerpon ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
137,Beam,109,Abra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Slurp Slurp,110,Slurpuff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
139,Sand Attack,111,Sandygast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Spooky Shot,111,Sandygast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Mind Bend,112,Munkidori,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,Best Punch,113,Timburr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,Knuckle Punch,114,Gurdurr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Superpower,114,Gurdurr,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,Tantrum,115,Conkeldurr,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,Gutsy Swing,115,Conkeldurr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Good Punch,116,Okidogi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Demolish,117,Cornerstone Mask Ogerpon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Steel Burst,118,Heatran,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150,Petty Grudge,119,Dreepy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Bite,119,Dreepy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Dragon Headbutt,120,Drakloak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jet Headbutt,121,Dragapult ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Phantom Dive,121,Dragapult ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155,Surf,122,Tatsugiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Mach Cut,123,Farfetch'd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,Lucky Attachment,124,Chansey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Boundless Power,124,Chansey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Return,125,Blissey ex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160,Shocking Web,126,Galvantula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Add On,127,Rowlet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162,Leafage,127,Rowlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,United Wings,128,Dartrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Cutting Wind,128,Dartrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Stock Up on Feathers,129,Decidueye,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166,Power Shot,129,Decidueye,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
167,Accelerator Flash,130,Revavroom ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
168,Shattering Speed,130,Revavroom ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Come and Get You,131,Duskull,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
170,Mumble,131,Duskull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Will-O-Wisp,132,Dusclops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Shadow Bind,133,Dusknoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Mystical Return,134,Sylveon,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
174,Disarming Voice,134,Sylveon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,Mad Bite,135,Bloodmoon Ursaluna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Stampede,136,Zorua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Double Scratch,136,Zorua,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,Illusory Hijacking,137,Zoroark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Claw Slash,137,Zoroark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Poisonous Musculature,138,Okidogi ex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Chain-Crazed,138,Okidogi ex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Dirty Headbutt,139,Munkidori ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Cruel Arrow,140,Fezandipiti ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
184,Irritated Outburst,141,Pecharunt ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Magnetic Blast,142,Genesect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Rigidify,143,Varoom,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
187,Headbutt Bounce,143,Varoom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Trifrost,144,Kyurem,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
189,Colorful Catch,145,Eevee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Headbutt,145,Eevee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Bind Down,146,Lileep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Miasma Wind,147,Cradily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Reaping Dash,148,Mow Rotom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Spray Fluid,149,Applin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Syrup Storm,150,Hydrapple ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Quick Attack,151,Scorbunny,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,Low Sweep,152,Raboot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Combustion,152,Raboot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Flare Strike,153,Cinderace ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Garnet Volley,153,Cinderace ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
201,Power Splash,154,Lapras ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Larimar Rain,154,Lapras ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Tidal Wave,155,Carracosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Haymaker,156,Crabominable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Headbutt,157,Chewtle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Hard Crunch,158,Drednaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Sonic Edge,159,Veluza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Jolting Charge,160,Joltik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Charged Web,161,Galvantula ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Fulgurite,161,Galvantula ex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211,Dangle Tail,162,Slowpoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Tackle,162,Slowpoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Seek Inspiration,163,Slowking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Super Psy Bolt,163,Slowking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Flower Shower,164,Comfey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Play Rough,164,Comfey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,Allure,165,Klink,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
218,Beam,165,Klink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Iron Tackle,166,Klang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
220,Hyper Ray,167,Klinklang,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
221,Knickknack Carrying,168,Meltan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Ram,168,Meltan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Hammer In,169,Duraludon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Raging Hammer,169,Duraludon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Iron Blaster,170,Archaludon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Thunderburst Storm,171,Raging Bolt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
227,Dragon Headbutt,171,Raging Bolt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Triple Stab,172,Hoothoot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
229,Speed Wing,173,Noctowl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Assault Landing,174,Fan Rotom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Boundless Power,175,Bouffalant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Unified Beatdown,176,Terapagos ex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,Crown Opal,176,Terapagos ex,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234,Precocious Evolution,177,Exeggcute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Leaf Drain,178,Zarude,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236,Jungle Whip,178,Zarude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Ice Age,179,Black Kyurem ex,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Black Frost,179,Black Kyurem ex,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,Big Bite,180,Bruxish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Aqua Edge,181,Quaxwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Hydro Splash,182,Quaquaval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Delightful Kiss,183,Smoochum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
243,Eon Blade,184,Latias ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Splashing Dodge,185,Flittle,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
245,Minor Errand-Running,186,Gimmighoul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Tackle,186,Gimmighoul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Call for Family,187,Trapinch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
248,Bite,187,Trapinch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Screech,188,Vibrava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,Cutting Wind,188,Vibrava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Reversing Storm,189,Flygon ex,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
252,Sonic Peridot,189,Flygon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Metal Defender,190,Archaludon ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Strike It Rich,191,Gholdengo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Surf Back,191,Gholdengo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Deleting Slash,192,Iron Crown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,Slicing Blade,192,Iron Crown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Tropical Frenzy,193,Alolan Exeggutor ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Swinging Sphene,193,Alolan Exeggutor ex,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
260,Humming Charge,194,Altaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Cotton Wings,194,Altaria,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
262,Time Manipulation,195,Dialga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Buster Tail,195,Dialga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Fully Singe,196,Turtonator,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
265,Steaming Stomp,196,Turtonator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Disarming Voice,197,Swablu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,Vengeful Crush,198,Durant ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Call for Family,199,Scatterbug,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
269,Wander About,200,Spewpa,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
270,Tackle,200,Spewpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Hazardous Greed,201,Wo-Chien,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
272,Entangling Whip,201,Wo-Chien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
